Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
70,Once Bitten,2.611217391304348,0.7818880434782609,38.0,1.0,0.7366321739130435,0.04525586956521737,0.045868043478260866,0.17224391304347836,1.0,0.7228232987804751,0.09227815360651642,0.051959903801165164
71,Resurrection,2.6070434782608696,0.7468313043478261,16.0,1.0,0.6920354347826086,0.054795869565217425,0.06931717391304353,0.1838515217391304,1.0,0,0.8599688824165432,0
72,Retaliate: 0.1,2.605391304347826,0.6229478260869565,72.0,1.0,0.6115867391304347,0.011361086956521717,0.0986076086956522,0.27844456521739136,1.0,0,0.0926312715711217,0
73,Forgetful Grudger,2.6052934782608688,0.6328273913043478,72.0,1.0,0.6218226086956522,0.01100478260869563,0.09292934782608701,0.27424326086956524,1.0,0,0.10602870173985475,0
74,"Alexei: (D,)",2.6044130434782584,0.7662254347826087,155.0,1.0,0.7041452173913045,0.062080217391304336,0.06444304347826092,0.16933152173913021,0.9958157618143201,0,0.9975173186144889,0
75,Yamachi,2.603173913043478,0.7921139130434782,21.0,1.0,0.73824,0.05387391304347826,0.04517086956521737,0.16271521739130435,0.942587072312741,0.720384382075739,0.6916150056221777,0.293016255608027
76,ShortMem,2.6024456521739134,0.8091945652173913,10.0,1.0,0.7549347826086956,0.054259782608695656,0.03654326086956522,0.15426217391304348,0.9993551582662897,0.7131303464634318,0.7876087030078012,0
77,Math Constant Hunter,2.60225,0.7421160869565218,44.0,1.0,0.6297580434782607,0.11235804347826094,0.11446326086956525,0.1434206521739131,0.8987642491120866,0.8247377156544053,0.12202092125313296,0.2102416847634589
78,Meta Majority Long Memory: 114 players,2.5998152173913045,0.7362580434782608,36.0,1.0,0.7001050000000001,0.036153043478260864,0.059302608695652174,0.20443934782608691,0.989029379728956,0.057071665944843045,0.788451668425504,0.003560947400868594
79,Forgiving Tit For Tat,2.5986739130434784,0.7760143478260869,0.0,1.0,0.7129063043478259,0.06310804347826095,0.05905369565217394,0.1649319565217391,1.0,0.3764535494430719,1.0,0
80,Tit For Tat,2.598478260869565,0.770578695652174,0.0,1.0,0.7083849999999999,0.062193695652173996,0.060903043478260935,0.16851826086956526,1.0,0,1.0,0
81,Adaptive Tit For Tat: 0.5,2.598413043478261,0.7706497826086957,0.0,1.0,0.7084565217391303,0.06219326086956529,0.06076913043478267,0.16858108695652177,1.0,0.19781563704561622,1.0,0
82,Contrite Tit For Tat,2.5982391304347834,0.7700973913043478,0.0,1.0,0.7076941304347825,0.06240326086956533,0.061116521739130486,0.16878608695652172,1.0,0,1.0,0
83,Doubler,2.5962173913043483,0.805786304347826,0.0,1.0,0.7388719565217391,0.066914347826087,0.04621521739130437,0.1479984782608695,1.0,0.7193679805901034,1.0,0
84,Firm But Fair,2.5957065217391317,0.855085,0.0,1.0,0.7379008695652174,0.1171841304347826,0.059336739130434794,0.08557826086956523,1.0,0,1.0,0.667775985231345
85,Champion,2.59558695652174,0.8765378260869565,0.0,1.0,0.7983876086956522,0.07815021739130437,0.018932826086956508,0.10452934782608697,1.0,0.7335980406622834,1.0,0.20161937508766437
86,Adaptive Pavlov 2011,2.594967391304347,0.7299054347826087,51.0,1.0,0.6978363043478261,0.03206913043478258,0.0575171739130435,0.21257739130434786,0.9876498397455099,0.2995292389283915,0.5886301814248296,0.025298017303157276
87,VeryBad,2.5935434782608695,0.8242784782608695,15.0,1.0,0.7674354347826087,0.056843043478260843,0.028712608695652158,0.1470089130434782,0.997728600959232,0.7699345186793133,0.7095912723150726,0
88,Meta Majority: 200 players,2.589010869565217,0.7455282608695653,30.0,1.0,0.7026204347826086,0.04290782608695653,0.05659130434782611,0.19788043478260875,0.9998678186387344,0.027833810468800072,0.8450059897632869,0
89,Adaptive Pavlov 2006,2.587510869565217,0.7143115217391305,53.0,1.0,0.6857280434782607,0.028583478260869554,0.0611558695652174,0.22453260869565234,0.9807118743689591,0.26981513743017965,0.5873254325437032,0.06855838350161425
90,Dynamic Two Tits For Tat,2.585608695652175,0.8264491304347826,7.0,1.0,0.7626169565217392,0.06383217391304344,0.03104782608695651,0.14250304347826082,0.9579612257041451,0.4871916159550585,0.6531114411352995,0.37262390074192836
91,Soft Go By Majority: 10,2.58345652173913,0.8245315217391305,16.0,1.0,0.7643917391304347,0.06013978260869567,0.028719130434782608,0.14674934782608706,1.0,0.7432132599599791,0.6132160832264341,0
92,Soft Go By Majority: 20,2.582532608695652,0.8218715217391305,17.0,1.0,0.7605750000000001,0.06129652173913045,0.030588695652173897,0.1475397826086957,1.0,0.7482501377659645,0.6147883284805535,0
93,"Stalker: (D,)",2.5823586956521734,0.834304347826087,137.5,1.0,0.7690650000000002,0.06523934782608694,0.02735934782608689,0.13833630434782598,0.9774113736225639,0.6617297776854382,0.7985611441663127,0.15912242286724795
94,Grofman,2.582032608695653,0.8881347826086956,17.0,1.0,0.7713247826086956,0.11681,0.03862217391304347,0.07324304347826086,1.0,0.3879880865143176,0.4698049418525701,0.9686219274868175
95,Tideman and Chieruzzi,2.5813478260869567,0.6950532608695652,60.0,1.0,0.6700443478260871,0.02500891304347823,0.06638456521739129,0.23856217391304338,1.0,0.13080751652194522,0.5080886227517318,0
96,Soft Go By Majority: 5,2.5804782608695653,0.7827680434782609,20.0,1.0,0.7212130434782609,0.061555000000000026,0.049943913043478255,0.16728804347826087,1.0,0.6923696252048186,0.5806184961534048,0
97,Getzler,2.579706521739131,0.7724108695652174,23.0,1.0,0.7284573913043478,0.04395347826086956,0.04137847826086956,0.1862106521739131,0.9669675139911074,0.36919603828119396,0.7104484209918684,0.11647463550761909
98,"Grumpy: Nice, 10, -10",2.5782500000000006,0.8631391304347826,13.0,1.0,0.776358695652174,0.0867804347826087,0.02794108695652172,0.1089197826086956,1.0,0.974704714963252,0.03979346940556901,0
99,Soft Go By Majority: 40,2.5779239130434783,0.8226652173913044,16.0,1.0,0.7578158695652175,0.06484934782608698,0.03157891304347822,0.1457558695652173,1.0,0.756554758772322,0.6413350582363845,0
100,Black,2.574478260869566,0.853255,0.0,1.0,0.7821408695652174,0.07111413043478258,0.020546086956521742,0.1261989130434782,0.9760290407201591,0.7119945009647525,0.7313638421763743,0.2948872562027806
101,Slow Tit For Two Tats 2,2.571369565217392,0.8072367391304348,14.0,1.0,0.7515397826086957,0.05569695652173914,0.030894130434782605,0.16186913043478257,1.0,0.7515747221996737,0.3675254271774892,0
